term syriaca-headword.en	***Categories	***Source	***currently in use	New URI	idno URI	idno URI	idno URI	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	term syriaca-headword.de	term syriaca-headword.fr	term syriaca-headword.grc	gloss.grc	term syriaca-headword.la	gloss.la	term syriaca-headword.ru	term syriaca-headword.swe	gloss.swe	term syriaca-headword.syr	gloss.syr	term syriaca-headword.tru	gloss.tru	note abstract	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	***[revisit]	***[NOTES]		
Primary sources [Syriac] with Turkish translation		CBSC	primary sources [Syriac] + Turkish translation	primary-sources-syriac-with-turkish-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Turkic]		CBSC	primary sources [Turkic]	primary-sources-turkic	http://id.loc.gov/authorities/subjects/sh85138869																																																					http://syriaca.org/keyword/primaries														
Primary sources [Turkic] with English translation		CBSC	primary sources [Turkic] + English translation	primary-sources-turkic-with-english-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources [Turkic] with German translation		CBSC	primary sources [Turkic] + German translation	primary-sources-turkic-with-german-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources with English translation		CBSC	primary sources + English translation	primary-sources-with-english-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources with French translation		CBSC	primary sources + French translation	primary-sources-with-french-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources with German translation		CBSC	primary sources + German translation	primary-sources-with-german-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources with Italian translation		CBSC	primary sources + Italian translation	primary-sources-with-italian-translation																																																						http://syriaca.org/keyword/primaries														
Primary sources with Latin translation		CBSC	primary sources + Latin translation	primary-sources-with-latin-translation																																																						http://syriaca.org/keyword/primaries														
Primordial		CBSC	primordial	primordial																																																													http://syriaca.org/keyword/time							
Printing		CBSC	printing	printing	http://id.loc.gov/authorities/subjects/sh85106751			typography																																																								http://syriaca.org/keyword/techne				http://syriaca.org/keyword/writing				
Profiteers		new		profiteers																																																			http://syriaca.org/keyword/occupations																	
Pronouns		CBSC	pronoun	pronouns	http://id.loc.gov/authorities/subjects/sh85056322																																												http://syriaca.org/keyword/linguistics																							
Property		CBSC	property	property	http://id.loc.gov/authorities/subjects/sh85107496			possessions	wealth																									http://syriaca.org/keyword/economics																				http://syriaca.org/keyword/objects			http://syriaca.org/keyword/places					http://syriaca.org/keyword/socioeconomic-status										
Prophecy		CBSC	prophecy	prophecy	http://id.loc.gov/authorities/subjects/sh85107525																																																						http://syriaca.org/keyword/religion	http://syriaca.org/keyword/ritual			http://syriaca.org/keyword/speech-acts									
Prophets		CBSC	Prophets	prophets	http://id.loc.gov/authorities/subjects/sh85107528			seers																																															http://syriaca.org/keyword/occupations	http://syriaca.org/keyword/persons			http://syriaca.org/keyword/religion										x	This may need to be broken out into a class of persons and a literary tradition. Do we have biblical "Prophets" (not "Major" or "Minor" but straights "Prophets") as a literary tradition?		
Protestants		CBSC	Protestants	protestants	http://id.loc.gov/authorities/subjects/sh85107724																										http://syriaca.org/keyword/christianity												http://syriaca.org/keyword/institutions																													
Providence		CBSC	providence	providence	http://id.loc.gov/authorities/subjects/sh85108013			government of God	sovereignty of God																																	http://syriaca.org/keyword/ideology																	http://syriaca.org/keyword/religion													
Pseudonymity		CBSC	pseudonymity	pseudonymity	http://id.loc.gov/authorities/subjects/sh85005416																																													http://syriaca.org/keyword/literature																						
Psychology		CBSC	psychology	psychology	http://id.loc.gov/authorities/subjects/sh85108459			psychological states																															http://syriaca.org/keyword/fields-of-study													http://syriaca.org/keyword/mental-states																				
Purim		CBSC	Purim	purim	http://id.loc.gov/authorities/subjects/sh85109186			Feast of Esther	Feast of Lots																													http://syriaca.org/keyword/events								http://syriaca.org/keyword/judaism														http://syriaca.org/keyword/ritual					http://syriaca.org/keyword/time							
Purity		CBSC	purity	purity	http://id.loc.gov/authorities/subjects/sh85109196			ritual purity	ceremonial purity	ritual cleanliness																						http://syriaca.org/keyword/culture				http://syriaca.org/keyword/ethics																							http://syriaca.org/keyword/religion													
Quarries		CBSC	quarry	quarries	http://id.loc.gov/authorities/subjects/sh85109481			quarry	rock quarry	rock quarries																																															http://syriaca.org/keyword/places															
Question-and-answer		CBSC	question-and-answer	question-and-answer	http://id.loc.gov/authorities/subjects/sh99001794																																				http://syriaca.org/keyword/genres																															
Quotations		CBSC	quotations	quotations	http://id.loc.gov/authorities/subjects/sh85110133			sayings																																									http://syriaca.org/keyword/linguistics	http://syriaca.org/keyword/literature																						
Quqites		CBSC	Quqites	quqites																											http://syriaca.org/keyword/christianity											http://syriaca.org/keyword/ideology	http://syriaca.org/keyword/institutions			http://syriaca.org/keyword/judaism																										
Rabbinic Judaism		CBSC	Rabbinic Judaism	rabbinic-judaism																																						http://syriaca.org/keyword/ideology				http://syriaca.org/keyword/judaism																										
Rain		CBSC	rain	rain	http://id.loc.gov/authorities/subjects/sh85111188																																																	http://syriaca.org/keyword/objects																		
Readers		CBSC	readers	readers	http://id.loc.gov/authorities/subjects/sh85075387			lectors																			Used for people holding the ecclesiastical position of a reader in the Christian church whether ordained or lay.																												http://syriaca.org/keyword/occupations																	
Reason		CBSC	reason	reason	http://id.loc.gov/authorities/subjects/sh85111788			mind	intellect	rationality																																																														
Redeemers		CBSC	redeemer	redeemers																											http://syriaca.org/keyword/christianity															http://syriaca.org/keyword/judaism										http://syriaca.org/keyword/persons																
Redemption		CBSC	redemption	redemption	http://id.loc.gov/authorities/subjects/sh85112112																										http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events				http://syriaca.org/keyword/ideology				http://syriaca.org/keyword/judaism																										
Relics		CBSC	relics	relics	http://id.loc.gov/authorities/subjects/sh85112514																																																	http://syriaca.org/keyword/objects					http://syriaca.org/keyword/religion													
Religion	category	CBSC	religion	religion	http://id.loc.gov/authorities/subjects/sh85112549																											http://syriaca.org/keyword/culture																																								
Reliquaries		CBSC	reliquary	reliquaries	http://id.loc.gov/authorities/subjects/sh88005676			reliquary																																														http://syriaca.org/keyword/objects					http://syriaca.org/keyword/religion													
Repentance		CBSC	repentance	repentance	http://id.loc.gov/authorities/subjects/sh85112909			contrition	penitence																											http://syriaca.org/keyword/ethics		http://syriaca.org/keyword/events																					http://syriaca.org/keyword/religion	http://syriaca.org/keyword/ritual			http://syriaca.org/keyword/speech-acts									
Resurrection		CBSC	resurrection	resurrection	http://id.loc.gov/authorities/subjects/sh85113287																										http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events																																		
Revelation		CBSC	revelation	revelation	http://id.loc.gov/authorities/subjects/sh85113412			inspiration																														http://syriaca.org/keyword/events																					http://syriaca.org/keyword/religion				http://syriaca.org/keyword/speech-acts									
Rhetoric		CBSC	rhetoric	rhetoric	http://id.loc.gov/authorities/subjects/sh85113628																																				http://syriaca.org/keyword/genres									http://syriaca.org/keyword/literature																						
Rhetors		new		rhetors	http://id.loc.gov/authorities/subjects/sh85095298			teachers of rhetoric	orators					Rhetor	Rhéteur	ῥήτωρ		rhetor		ритор			ܪܗܛܪܐ	ܐܡܘܪܐ											http://syriaca.org/keyword/education																				http://syriaca.org/keyword/occupations																	
Riddles		CBSC	riddles	riddles	http://id.loc.gov/authorities/subjects/sh85113965			conundrums	enigmas																																http://syriaca.org/keyword/genres									http://syriaca.org/keyword/literature																						
Rites		CBSC	rite	rites	http://id.loc.gov/authorities/subjects/sh85114211			ceremonies	traditions																													http://syriaca.org/keyword/events																					http://syriaca.org/keyword/religion	http://syriaca.org/keyword/ritual												
Ritual	category	category		ritual	http://id.loc.gov/authorities/subjects/sh85114228			religious practice																																																																
Rivers		CBSC	rivers	rivers	http://id.loc.gov/authorities/subjects/sh85114250			brooks	creeks	streams																																															http://syriaca.org/keyword/places															
Roads		CBSC	roads	roads	http://id.loc.gov/authorities/subjects/sh85114487			highways	roadways	thoroughfares																																															http://syriaca.org/keyword/places															
Roman Catholics		CBSC	Roman Catholic	roman-catholics	http://id.loc.gov/authorities/subjects/sh85021043																										http://syriaca.org/keyword/christianity												http://syriaca.org/keyword/institutions																													
Russian Orthodox		CBSC	Russian Orthodox	russian-orthodox																											http://syriaca.org/keyword/christianity												http://syriaca.org/keyword/institutions																													
Sabbath		CBSC	sabbath	sabbath	http://id.loc.gov/authorities/subjects/sh85116177			shabbat	Lord's Day																						http://syriaca.org/keyword/christianity															http://syriaca.org/keyword/judaism														http://syriaca.org/keyword/ritual					http://syriaca.org/keyword/time							
Sabians		CBSC	Sabians	sabians																																	http://syriaca.org/keyword/ethnicity						http://syriaca.org/keyword/institutions		http://syriaca.org/keyword/islam														http://syriaca.org/keyword/religion													
Sacraments		CBSC	sacraments	sacraments	http://id.loc.gov/authorities/subjects/sh85116252																										http://syriaca.org/keyword/christianity																				http://syriaca.org/keyword/liturgy									http://syriaca.org/keyword/ritual												
Sacred site		SPEAR	sacred site	sacred-site	http://id.loc.gov/authorities/subjects/sh88002572			holy places	sacred places																																																http://syriaca.org/keyword/places		http://syriaca.org/keyword/religion													
Sacrifices		CBSC	sacrifice	sacrifices	http://id.loc.gov/authorities/subjects/sh85116387			burnt offering	offering																													http://syriaca.org/keyword/events																					http://syriaca.org/keyword/religion	http://syriaca.org/keyword/ritual												
Sadducees		CBSC	Sadducees	sadducees	http://id.loc.gov/authorities/subjects/sh85116419																																						http://syriaca.org/keyword/institutions			http://syriaca.org/keyword/judaism																										
Saints		CBSC	saints, holy man	saints	http://id.loc.gov/authorities/subjects/sh85116629			holy woman	holy man																						http://syriaca.org/keyword/christianity																									http://syriaca.org/keyword/persons			http://syriaca.org/keyword/religion		http://syriaca.org/keyword/sanctity											
Salt		CBSC	salt	salt	http://id.loc.gov/authorities/subjects/sh85116850			brine																																														http://syriaca.org/keyword/objects																		
Sanctity	category	CBSC	holiness	sanctity	http://id.loc.gov/authorities/subjects/sh85061479			holiness																												http://syriaca.org/keyword/ethics																							http://syriaca.org/keyword/religion													
Sanctus		CBSC	Sanctus	sanctus	http://id.loc.gov/authorities/subjects/sh85117165																										http://syriaca.org/keyword/christianity																				http://syriaca.org/keyword/liturgy									http://syriaca.org/keyword/ritual			http://syriaca.org/keyword/speech-acts									
Sarcophagos		CBSC	sarcophagos	sarcophagos	http://id.loc.gov/authorities/subjects/sh85117506			sarchophagi	sarcophaguses	sarcophagus																																												http://syriaca.org/keyword/objects																		
Sassanians		CBSC	Sassanians	sassanians	http://id.loc.gov/authorities/subjects/sh85117620			Sassanids	Sasanians																								http://syriaca.org/keyword/dynasties																																							
Scholastics		SPEAR		scholastics												σχολαστικός											Used for those who had completed the school of the grammarians.								http://syriaca.org/keyword/education																																					
School of the Persians		SPEAR	school of the Persians	school-of-the-persians																															http://syriaca.org/keyword/education								http://syriaca.org/keyword/institutions																													
Schools		CBSC	schools	schools	http://id.loc.gov/authorities/subjects/sh85118451																														http://syriaca.org/keyword/education								http://syriaca.org/keyword/institutions														http://syriaca.org/keyword/places															
Science		CBSC	science	science	http://id.loc.gov/authorities/subjects/sh85118553			natural science	natural philosophy	sciences																													http://syriaca.org/keyword/fields-of-study																																	
Scribes		CBSC	scribes	scribes	http://id.loc.gov/authorities/subjects/sh87005292			amanuensis	amanuenses																																														http://syriaca.org/keyword/occupations	http://syriaca.org/keyword/persons												http://syriaca.org/keyword/writing				
Sculptors		new		sculptors	http://id.loc.gov/authorities/subjects/sh85119000			maker of statues										marmorarius																																					http://syriaca.org/keyword/occupations																	
Sculptures		CBSC	sculpture	sculptures	http://id.loc.gov/authorities/subjects/sh85119004																									http://syriaca.org/keyword/art																								http://syriaca.org/keyword/objects										http://syriaca.org/keyword/techne								
Seals		CBSC	seals, seal	seals	http://id.loc.gov/authorities/subjects/sh85119320			sigilla																																										http://syriaca.org/keyword/literature				http://syriaca.org/keyword/objects														http://syriaca.org/keyword/writing				
Seas		CBSC	sea	seas	http://id.loc.gov/authorities/subjects/sh2003003080			oceans																																																	http://syriaca.org/keyword/places															
Secular		CBSC	secular	secular																																						http://syriaca.org/keyword/ideology																														
Sedre		CBSC	Sedre	sedre																																					http://syriaca.org/keyword/genres																															
Self-references		CBSC	self-references	self-references																							Used for preferred ways that individuals and groups refer to themselves.																http://syriaca.org/keyword/institutions																				http://syriaca.org/keyword/speech-acts									
Senaya		CBSC	Senaya	senaya																																											http://syriaca.org/keyword/language																									
Senses		CBSC	senses	senses	http://id.loc.gov/authorities/subjects/sh85120047			sensation																																																																
Sentences		CBSC	sentence	sentences																																														http://syriaca.org/keyword/literature																						
Sermon on the Mount		CBSC	Sermon on the Mount	sermon-on-the-mount																											http://syriaca.org/keyword/christianity					http://syriaca.org/keyword/ethics																											http://syriaca.org/keyword/speech-acts									
Serpents		CBSC	serpent	serpents	http://id.loc.gov/authorities/subjects/sh85120309			snakes																					http://syriaca.org/keyword/animals																																											
Sexuality		CBSC	sexuality	sexuality	http://id.loc.gov/authorities/subjects/sh85120549																											http://syriaca.org/keyword/culture				http://syriaca.org/keyword/ethics				http://syriaca.org/keyword/gender												http://syriaca.org/keyword/mental-states																				
Shahs		SPEAR	shah	shahs	http://id.loc.gov/authorities/subjects/sh85072413																							http://syriaca.org/keyword/administration																											http://syriaca.org/keyword/occupations							http://syriaca.org/keyword/socioeconomic-status										
Shame		CBSC	shame	shame	http://id.loc.gov/authorities/subjects/sh85121092																															http://syriaca.org/keyword/ethics																http://syriaca.org/keyword/mental-states																				
Shekhina		CBSC	Shekhina	shekhina	http://id.loc.gov/authorities/subjects/sh85106441			Presence of God	schechinah	shechina	shekhinah	shekina																			http://syriaca.org/keyword/christianity											http://syriaca.org/keyword/ideology				http://syriaca.org/keyword/judaism																										
Shipbuilders		new		shipbuilders	http://id.loc.gov/authorities/subjects/sh87004583			boatbuilders	builders of boats	builders of ships																																													http://syriaca.org/keyword/occupations																	
Ships		CBSC	ship	ships	http://id.loc.gov/authorities/subjects/sh85121591			boats	vessels																																													http://syriaca.org/keyword/objects																		
Shoemakers		new		shoemakers	http://id.loc.gov/authorities/subjects/sh85121732			cobblers										sutor																																					http://syriaca.org/keyword/occupations																	
Silence		CBSC	silence	silence	http://id.loc.gov/authorities/subjects/sh85122464																																																																			
Silk		CBSC	silk	silk	http://id.loc.gov/authorities/subjects/sh85122543																													http://syriaca.org/keyword/economics																				http://syriaca.org/keyword/objects																		
Sin		CBSC	Sin	sin	http://id.loc.gov/authorities/subjects/sh85122772																															http://syriaca.org/keyword/ethics						http://syriaca.org/keyword/ideology																	http://syriaca.org/keyword/religion													
Singing		CBSC	singing	singing	http://id.loc.gov/authorities/subjects/sh85122827			chanting																						http://syriaca.org/keyword/art																																	http://syriaca.org/keyword/speech-acts	http://syriaca.org/keyword/techne								
Singleness		CBSC	singleness	singleness	http://id.loc.gov/authorities/subjects/sh85122849																										http://syriaca.org/keyword/christianity					http://syriaca.org/keyword/ethics						http://syriaca.org/keyword/ideology																														
Skilled laborers		SPEAR	skilled laborer	skilled-laborers	http://id.loc.gov/authorities/subjects/sh85123160																																																		http://syriaca.org/keyword/occupations																	
Slavery		CBSC	slavery	slavery	http://id.loc.gov/authorities/subjects/sh85123314			enslavement	servitude	slave keeping	slave owning																							http://syriaca.org/keyword/economics								http://syriaca.org/keyword/ideology	http://syriaca.org/keyword/institutions																													
Slaves		new		slaves	http://id.loc.gov/authorities/subjects/sh85123347			enslaved persons																																																						http://syriaca.org/keyword/socioeconomic-status										
Slaves, domestic		new		slaves-domestic				household slaves	house slaves																																																					http://syriaca.org/keyword/socioeconomic-status										
Slavs		CBSC	Slavs	slavs	http://id.loc.gov/authorities/subjects/sh85123385			Slavic peoples																													http://syriaca.org/keyword/ethnicity						http://syriaca.org/keyword/institutions																													
Sleep		CBSC	sleep	sleep	http://id.loc.gov/authorities/subjects/sh85123396			sleeping	slumber																													http://syriaca.org/keyword/events														http://syriaca.org/keyword/mental-states																				
Smell		CBSC	smell	smell	http://id.loc.gov/authorities/subjects/sh85123629																																															http://syriaca.org/keyword/mental-states																				
Society		CBSC	society	society	http://id.loc.gov/authorities/subjects/sh85081906																											http://syriaca.org/keyword/culture											http://syriaca.org/keyword/institutions																													
Socioeconomic Status	category	category		socioeconomic-status	http://id.loc.gov/authorities/subjects/sh85124194			social standing	income	wealth																																																														
Sociolinguistics		CBSC	sociolinguistics	sociolinguistics	http://id.loc.gov/authorities/subjects/sh85124195			language and society	society and language																														http://syriaca.org/keyword/fields-of-study																																	
Sociology		CBSC	sociology	sociology	http://id.loc.gov/authorities/subjects/sh85124200			social theory																								http://syriaca.org/keyword/culture							http://syriaca.org/keyword/fields-of-study																																	
Sogdians		CBSC	Sogdians	sogdians	http://id.loc.gov/authorities/subjects/sh97002976																																http://syriaca.org/keyword/ethnicity						http://syriaca.org/keyword/institutions																													
Soteriology		CBSC	soteriology	soteriology	http://id.loc.gov/authorities/subjects/sh2002004790			salvation																																		http://syriaca.org/keyword/ideology																	http://syriaca.org/keyword/religion													
Souls		CBSC	soul	souls	http://id.loc.gov/authorities/subjects/sh85125350			pneuma																																																			http://syriaca.org/keyword/religion													
Spanish translation		CBSC	Spanish translation	spanish-translation																																																														http://syriaca.org/keyword/translation						
Speech Acts	category	category		speech-acts	http://id.loc.gov/authorities/subjects/sh85126441			speech events																																																																
Spinners		new		spinners														lanifica																																					http://syriaca.org/keyword/occupations																	
Spirits		CBSC	spirit	spirits	http://id.loc.gov/authorities/subjects/sh85126749																																																			http://syriaca.org/keyword/persons			http://syriaca.org/keyword/religion													
Spiritual or Ascetic Disciplines		NHSL		spiritual-or-ascetic-disciplines	http://id.loc.gov/authorities/subjects/sh88002362																																																					http://syriaca.org/keyword/primaries												See "Monastic and religious life" (http://id.loc.gov/authorities/subjects/sh85086703) and "Spiritual Formation" (http://id.loc.gov/authorities/subjects/sh89003236) and "Asceticism" (CBSC keyword and http://id.loc.gov/authorities/subjects/sh85008537) and "Spiritual life" ( http://id.loc.gov/authorities/subjects/sh85126758) -- NG 11/22/16 for NHSL		
Spirituality		CBSC	spirituality	spirituality	http://id.loc.gov/authorities/subjects/sh85126779																																																						http://syriaca.org/keyword/religion													
Stars		CBSC	stars	stars	http://id.loc.gov/authorities/subjects/sh85127415																																																	http://syriaca.org/keyword/objects																		
Stewards		new		stewards	http://id.loc.gov/authorities/subjects/sh85128080			treasurers	managers									dispensator																																					http://syriaca.org/keyword/occupations																	
Stoicism		CBSC	Stoicism	stoicism	http://id.loc.gov/authorities/subjects/sh85128242																															http://syriaca.org/keyword/ethics						http://syriaca.org/keyword/ideology																														
Stones		CBSC	stones	stones	http://id.loc.gov/authorities/subjects/sh85128287			stone																																														http://syriaca.org/keyword/objects																		
Students		new		students	http://id.loc.gov/authorities/subjects/sh85128287			disciples	puplis																										http://syriaca.org/keyword/education																				http://syriaca.org/keyword/occupations																	
Stylites		CBSC	stylites	stylites	http://id.loc.gov/authorities/subjects/sh85102140			pillar saints	stylite saints																						http://syriaca.org/keyword/christianity																						http://syriaca.org/keyword/monasticism		http://syriaca.org/keyword/occupations					http://syriaca.org/keyword/ritual												
Succession		CBSC	succession	succession	http://id.loc.gov/authorities/subjects/sh85066373																							http://syriaca.org/keyword/administration										http://syriaca.org/keyword/events																																		
Suffering		CBSC	suffering	suffering	http://id.loc.gov/authorities/subjects/sh85129634			affliction																																												http://syriaca.org/keyword/mental-states																				
Sulemaniyya		CBSC	Sulemaniyya	sulemaniyya																																											http://syriaca.org/keyword/language																									
Sun		CBSC	sun	sun	http://id.loc.gov/authorities/subjects/sh85130462																																																	http://syriaca.org/keyword/objects																		
Sunday		CBSC	Sunday	sunday	http://id.loc.gov/authorities/subjects/sh85130512																																																												http://syriaca.org/keyword/time							
Symbols		CBSC	symbols	symbols	http://id.loc.gov/authorities/subjects/sh85122415			signs	representations	symbolic representations																						http://syriaca.org/keyword/culture																			http://syriaca.org/keyword/liturgy			http://syriaca.org/keyword/objects						http://syriaca.org/keyword/ritual												
Synagogues		CBSC	synagogues	synagogues	http://id.loc.gov/authorities/subjects/sh85131580																																									http://syriaca.org/keyword/judaism											http://syriaca.org/keyword/places															
Synaxaries		CBSC	synaxaries	synaxaries	http://id.loc.gov/authorities/subjects/sh85131600			synaxarion	synaxaria	hagiographies																															http://syriaca.org/keyword/genres																															
Syncretism		CBSC	syncretism	syncretism	http://id.loc.gov/authorities/subjects/sh85131623																											http://syriaca.org/keyword/culture										http://syriaca.org/keyword/ideology																	http://syriaca.org/keyword/religion													
Syntax		CBSC	syntax	syntax	http://id.loc.gov/authorities/subjects/sh85131652																																												http://syriaca.org/keyword/linguistics																							
Syriac influence [Arabs]		CBSC	Syriac influence [Arabs]	syriac-influence-arabs																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [Armenia]		CBSC	Syriac influence [Armenia]	syriac-influence-armenia																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [Byzantine church]		CBSC	Syriac influence [Byzantine church]	syriac-influence-byzantine-church																											http://syriaca.org/keyword/christianity	http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [Central Asia]		CBSC	Syriac influence [Central Asia]	syriac-influence-central-asia																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [China]		CBSC	Syriac influence [China]	syriac-influence-china																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [Egypt]		CBSC	Syriac influence [Egypt]	syriac-influence-egypt																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [Ethiopia]		CBSC	Syriac influence [Ethiopia]	syriac-influence-ethiopia																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [Europe]		CBSC	Syriac influence [Europe]	syriac-influence-europe																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [Georgia]		CBSC	Syriac influence [Georgia]	syriac-influence-georgia																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [India]		CBSC	Syriac influence [India]	syriac-influence-india																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [Judaism]		CBSC	Syriac influence [Judaism]	syriac-influence-judaism																											http://syriaca.org/keyword/christianity	http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality		http://syriaca.org/keyword/judaism																										
Syriac influence [Kurds]		CBSC	Syriac influence [Kurds]	syriac-influence-kurds																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [Persia]		CBSC	Syriac influence [Persia]	syriac-influence-persia																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac influence [Slavs]		CBSC	Syriac influence [Slavs]	syriac-influence-slavs																												http://syriaca.org/keyword/culture												http://syriaca.org/keyword/intertextuality																												
Syriac language		CBSC	Syriac language	syriac-language	http://id.loc.gov/authorities/subjects/sh85131708		ISO 639-2: syr																																								http://syriaca.org/keyword/language																									
Syriac studies		CBSC	Syriac studies	syriac-studies																																			http://syriaca.org/keyword/fields-of-study																																	
Syriac text		CBSC	Syriac text	syriac-text	http://id.loc.gov/authorities/subjects/sh2010115258																																												http://syriaca.org/keyword/linguistics	http://syriaca.org/keyword/literature																						
Syriacisms		CBSC	Syriacisms	syriacisms																																								http://syriaca.org/keyword/intertextuality					http://syriaca.org/keyword/linguistics																							
Syro-Armenian		CBSC	Syro-Armenian	syro-armenian																																								http://syriaca.org/keyword/intertextuality																						http://syriaca.org/keyword/translation						
Syro-Catholics		CBSC	Syro-Catholics	syro-catholics																											http://syriaca.org/keyword/christianity												http://syriaca.org/keyword/institutions																													
Syro-Coptic		CBSC	Syro-Coptic	syro-coptic																																								http://syriaca.org/keyword/intertextuality																						http://syriaca.org/keyword/translation						
Syro-Malabar		CBSC	Syro-Malabar	syro-malabar	http://id.loc.gov/authorities/subjects/sh85021143																										http://syriaca.org/keyword/christianity												http://syriaca.org/keyword/institutions																													
Syro-Malankar		CBSC	Syro-Malankar	syro-malankar	http://id.loc.gov/authorities/subjects/sh86004714																										http://syriaca.org/keyword/christianity												http://syriaca.org/keyword/institutions																													
Taoism		CBSC	Taoism	taoism	http://id.loc.gov/authorities/subjects/sh85132392			daoism																																																			http://syriaca.org/keyword/religion													
Targums		CBSC	Targums	targums																																					http://syriaca.org/keyword/genres																															
Taxes		CBSC	taxes	taxes	http://id.loc.gov/authorities/subjects/sh85132846			taxation																				http://syriaca.org/keyword/administration						http://syriaca.org/keyword/economics														http://syriaca.org/keyword/law						http://syriaca.org/keyword/objects																		
Teachers		new		teachers	http://id.loc.gov/authorities/subjects/sh85132964			instructors																											http://syriaca.org/keyword/education																				http://syriaca.org/keyword/occupations																	
Tears		CBSC	tears	tears	http://id.loc.gov/authorities/subjects/sh92001016			crying	weeping																																													http://syriaca.org/keyword/objects																		
Techne	category	category		techne	http://id.loc.gov/authorities/subjects/sh98003145			skills	abilities							τέχνη																																																								
Temples		CBSC	temple	temples	http://id.loc.gov/authorities/subjects/sh85133743																																																				http://syriaca.org/keyword/places		http://syriaca.org/keyword/religion													
Teshbhata		CBSC	teshbhata	teshbhata																																														http://syriaca.org/keyword/literature	http://syriaca.org/keyword/liturgy																					
Testimonia		CBSC	testimonia	testimonia																																														http://syriaca.org/keyword/literature																						
Textual criticism		CBSC	textual criticism	textual-criticism	http://id.loc.gov/authorities/subjects/sh85034152																																		http://syriaca.org/keyword/fields-of-study										http://syriaca.org/keyword/linguistics																							
Theatres		CBSC	theatre	theatres	http://id.loc.gov/authorities/subjects/sh85134578			theater																																																	http://syriaca.org/keyword/places															
Theodicy		CBSC	theodicy	theodicy	http://id.loc.gov/authorities/subjects/sh85134644			problem of evil																												http://syriaca.org/keyword/ethics						http://syriaca.org/keyword/ideology																	http://syriaca.org/keyword/religion													
Theology		CBSC	theology	theology	http://id.loc.gov/authorities/subjects/sh2001008984																																		http://syriaca.org/keyword/fields-of-study																				http://syriaca.org/keyword/religion													
Theoria		CBSC	theoria	theoria	http://id.loc.gov/authorities/subjects/sh2005005480											θεωρία																																		http://syriaca.org/keyword/literature																						
Time	category	CBSC	time	time	http://id.loc.gov/authorities/subjects/sh85135395																																																																			
Titles		CBSC	titles	titles	http://id.loc.gov/authorities/subjects/sh85135657			honorary titles	titles of address	titles of honor																																								http://syriaca.org/keyword/literature																						
Tombs		CBSC	tombs	tombs	http://id.loc.gov/authorities/subjects/sh85135935			graves	sepulchres	vaults																																															http://syriaca.org/keyword/places															
Topography		CBSC	topography	topography																																			http://syriaca.org/keyword/fields-of-study																		http://syriaca.org/keyword/places															
Toponyms		CBSC	toponyms	toponyms	http://id.loc.gov/authorities/subjects/sh85089606			geographical names	place names	placenames																																							http://syriaca.org/keyword/linguistics								http://syriaca.org/keyword/places															
